index,Sea,Lge,Date,HT,AT,HS,AS,GD,WDL,Round,HT_H_Off_Rating,HT_H_Def_Rating,HT_A_Off_Rating,HT_A_Def_Rating,AT_H_Off_Rating,AT_H_Def_Rating,AT_A_Off_Rating,AT_A_Def_Rating,HT_EG,AT_EG
29142, 19-20,GER2,27/09/2019,Arminia Bielefeld,VfB Stuttgart,0,1,-1,L,8,2.1742046388410134,-0.5720719157965644,2.644982601972316,-0.013642835398378739,2.775710119576819,-2.1943137208397605,0.01729087978576327,-0.5337238831303761,1.5342441530990918,1.582734129724676
29143, 19-20,GER2,27/09/2019,Wehen Wiesbaden,Osnabruck,2,0,2,W,8,-4.277099005256972,5.327383810984694,0.43881775034323983,3.160543376466819,4.1616845266215465,-1.6823649651549106,-1.7647591806836165,-2.278156887652006,1.4264131801447393,2.063131024864611
29144, 19-20,GER2,28/09/2019,Jahn Regensburg,Hamburger SV,2,2,0,D,8,2.0656376050626597,1.4014649682114064,0.157743251834369,-1.7961465363221651,4.3527164714151,-3.438910569973433,1.1969655836834197,-0.5119038991673585,1.5330792338988066,1.9460084774316537
29145, 19-20,GER2,28/09/2019,Bochum,Darmstadt 98,2,2,0,D,8,4.900611471349166,1.9061621041631753,-1.3903548796688878,0.8357838064264204,0.6489530357582229,-1.077399699712546,-2.4034349771797725,0.8458559733216295,1.589940204222903,1.5890345671930908
29146, 19-20,GER2,28/09/2019,Karlsruher SC,Heidenheim,1,1,0,D,8,3.515766632244579,0.4978609524612949,-1.1301353780750563,0.8678576946984458,-0.10487818723330389,-1.532915201429222,0.442355232027709,0.4964027232847785,1.5662830891401505,1.7506878496588805
29147, 19-20,GER2,29/09/2019,St Pauli,Sandhausen,2,0,2,W,8,0.7037204813683218,-0.8477255097590422,-0.09524708471143806,0.8141286968823288,-1.5146552189045166,-1.4324818862326434,-0.9640911734801683,-2.3789493420397365,1.490072081144807,1.4484766210614126
29148, 19-20,GER2,29/09/2019,Greuther Furth,Holstein Kiel,0,3,-3,L,8,-2.1949518927974663,-1.2976495955871543,-0.2140996348560319,-0.0569386463207433,-1.506912944341055,-0.860945386242375,-1.7759752253448298,2.2885886661418002,1.5135460752276684,1.3207352490894597
29149, 19-20,GER2,29/09/2019,Erzgebirge Aue,Dynamo Dresden,4,1,3,W,8,-0.8008448657219556,-1.8753935736724996,-0.9744309624302228,1.8272552729245959,1.5027178744756553,-0.34662392257878816,-0.4412720947801479,1.2511711879989502,1.5183048592006199,1.3964954597298962
29150, 19-20,GER2,30/09/2019,Hannover 96,Nurnberg,0,4,-4,L,8,-3.6799138409964254,-0.6730682311509202,-0.12357506985150257,-0.008023852516631291,-2.860227396569738,0.15416541494448904,0.6347979067390996,1.4158614968124659,1.4823046520535879,1.6397954357829114
29151, 19-20,GER2,04/10/2019,VfB Stuttgart,Wehen Wiesbaden,1,2,-1,L,9,2.775710119576819,-2.1943137208397605,-0.24884533462354136,-1.9523713944640217,-3.4369657112279994,3.9258059470442856,0.43881775034323983,3.160543376466819,1.5925405851731949,1.4543461841501752
29152, 19-20,GER2,04/10/2019,Darmstadt 98,Karlsruher SC,1,1,0,D,9,0.6489530357582229,-1.077399699712546,-2.2157459798114743,1.2250200767676798,2.686331121239865,-0.012115127647314372,-1.1301353780750563,0.8678576946984458,1.5325835479309822,1.407634766015342
29153, 19-20,GER2,05/10/2019,Hamburger SV,Greuther Furth,2,0,2,W,9,4.3527164714151,-3.438910569973433,1.2216236544803425,-0.0801629787398942,-4.411844620853031,-0.15684938745395138,-0.2140996348560319,-0.0569386463207433,1.5701386243401452,1.2645592849896845
29154, 19-20,GER2,05/10/2019,Dynamo Dresden,Hannover 96,0,2,-2,L,9,1.5027178744756553,-0.34662392257878816,-0.6223526172696188,3.5458845999890265,-5.851047219546684,0.9303250733508484,-0.12357506985150257,-0.008023852516631291,1.5322866769330343,1.592005341009336
29155, 19-20,GER2,05/10/2019,Sandhausen,Erzgebirge Aue,2,2,0,D,9,-1.5146552189045166,-1.4324818862326434,-1.625614267677171,-1.9074416152009417,2.8340969447289854,-2.144750804412009,-0.9744309624302228,1.8272552729245959,1.516466380166308,1.3873245407309633
29156, 19-20,GER2,06/10/2019,Nurnberg,St Pauli,1,1,0,D,9,-2.860227396569738,0.15416541494448904,1.7127095578879237,0.04524013812817396,1.4506125077458747,-1.8317409426364084,-0.09524708471143806,0.8141286968823288,1.485177043005502,1.650649556524056
29157, 19-20,GER2,06/10/2019,Heidenheim,Bochum,2,3,-1,L,9,-0.10487818723330389,-1.532915201429222,0.09951411063042948,-0.027214129675858012,5.501226539634719,2.185349439589267,-1.3903548796688878,0.8357838064264204,1.5220541381964505,1.335571984813024
29158, 19-20,GER2,06/10/2019,Holstein Kiel,Jahn Regensburg,1,2,-1,L,9,-1.506912944341055,-0.860945386242375,-1.0090505833825203,0.8890797492765594,2.749537003891444,1.4381438421947972,0.157743251834369,-1.7961465363221651,1.4686559882247445,1.5665357562262434
29159, 19-20,GER2,07/10/2019,Osnabruck,Arminia Bielefeld,0,1,-1,L,9,4.1616845266215465,-1.6823649651549106,-2.7069965626733707,-1.747786598882921,-0.07300458837430357,-0.9679494664423269,2.644982601972316,-0.013642835398378739,1.568129572804502,1.753267231111713
29160, 19-20,GER2,18/10/2019,Greuther Furth,Dynamo Dresden,2,0,2,W,10,-4.411844620853031,-0.15684938745395138,-0.7916271964599813,0.3405350996710552,-0.7416242350820628,-0.06945476766059494,-0.6223526172696188,3.5458845999890265,1.5007856123707561,1.5582762806683625
29161, 19-20,GER2,18/10/2019,Erzgebirge Aue,Nurnberg,4,3,1,W,10,2.8340969447289854,-2.144750804412009,-0.6946204638270569,2.2743573622743294,-3.570866785791245,-0.28785014519988145,1.7127095578879237,0.04524013812817396,1.5509342790926728,1.5961973487046286
29162, 19-20,GER2,19/10/2019,Jahn Regensburg,Sandhausen,1,0,1,W,10,2.749537003891444,1.4381438421947972,0.3557075155273912,-2.229491939675124,-0.8064229535481723,-1.0162638413572065,-1.625614267677171,-1.9074416152009417,1.523541366257745,1.6232040827537453
29163, 19-20,GER2,19/10/2019,St Pauli,Darmstadt 98,0,1,-1,L,10,1.4506125077458747,-1.8317409426364084,-0.3924004537139,0.3655070070256963,-0.1311227173453805,-1.3543243631168607,-2.2157459798114743,1.2250200767676798,1.548183068757413,1.2272277798977518
29164, 19-20,GER2,19/10/2019,Wehen Wiesbaden,Heidenheim,0,0,0,D,10,-3.4369657112279994,3.9258059470442856,0.6880192875809427,2.6126473816721476,0.5951696823217474,-0.4021942563736738,0.09951411063042948,-0.027214129675858012,1.4665460549948992,2.1200816941157363
29165, 19-20,GER2,20/10/2019,VfB Stuttgart,Holstein Kiel,0,1,-1,L,10,1.9078152230500298,-1.823626498141475,-0.24884533462354136,-1.9523713944640217,-2.1933539250682847,-0.5664735947947939,-1.0090505833825203,0.8890797492765594,1.549820500958259,1.3445625084087331
29166, 19-20,GER2,20/10/2019,Hannover 96,Osnabruck,0,0,0,D,10,-5.851047219546684,0.9303250733508484,0.06275716727744718,-1.424861372470572,1.8648432850516383,-2.1940933353039385,-2.7069965626733707,-1.747786598882921,1.4130138983583924,1.4521376944310729
29167, 19-20,GER2,20/10/2019,Bochum,Karlsruher SC,3,3,0,D,10,5.501226539634719,2.185349439589267,-0.6302062140536757,1.277719143791221,2.686331121239865,-0.012115127647314372,-1.31630325113271,0.37540131262694576,1.5917233717432204,1.7425047331610273
29168, 19-20,GER2,21/10/2019,Arminia Bielefeld,Hamburger SV,1,1,0,D,10,-0.07300458837430357,-0.9679494664423269,2.3009634702606268,-1.4636226912213122,4.982334937195171,-4.297982669671105,1.2216236544803425,-0.0801629787398942,1.5102582736410985,1.6725090385413695
29169, 19-20,GER2,25/10/2019,Holstein Kiel,Bochum,2,1,1,W,11,-2.1933539250682847,-0.5664735947947939,-1.1664131899945616,-0.5439705199763127,7.5639309840986595,3.039622633472821,-0.6302062140536757,1.277719143791221,1.5001267251034434,1.5133355122563377
29170, 19-20,GER2,25/10/2019,Darmstadt 98,Erzgebirge Aue,1,0,1,W,11,-0.1311227173453805,-1.3543243631168607,-2.3195215063611037,-0.2065161315633921,6.421246405238756,-1.1910844120772983,-0.6946204638270569,2.2743573622743294,1.5410052940805414,1.4239185206435219
29171, 19-20,GER2,26/10/2019,Hamburger SV,VfB Stuttgart,6,2,4,W,11,4.982334937195171,-4.297982669671105,0.9144870023710807,-0.5519761699951156,-0.36220869931320854,-2.0577033350991045,-0.24884533462354136,-1.9523713944640217,1.55297035257285,1.1810498594789434
29172, 19-20,GER2,26/10/2019,Dynamo Dresden,Arminia Bielefeld,0,1,-1,L,11,-0.7416242350820628,-0.06945476766059494,-1.3340215056816098,4.007485999741231,-0.8203804857978318,-1.4248151576464445,2.3009634702606268,-1.4636226912213122,1.483079326559532,1.9020699264061858
29173, 19-20,GER2,26/10/2019,Karlsruher SC,Hannover 96,3,3,0,D,11,2.686331121239865,-0.012115127647314372,-0.742001845254421,1.6775722414913452,-7.92069034913623,-0.056177491623964015,0.06275716727744718,-1.424861372470572,1.529158079324209,1.6497238329880877
29174, 19-20,GER2,27/10/2019,Nurnberg,Jahn Regensburg,1,1,0,D,11,-3.570866785791245,-0.28785014519988145,2.353829932234302,2.309782572941887,1.98270534498837,0.33542817187296703,0.3557075155273912,-2.229491939675124,1.4361533107003812,1.6516497060846322
29175, 19-20,GER2,27/10/2019,Heidenheim,St Pauli,1,0,1,W,11,0.5951696823217474,-0.4021942563736738,-0.8687327922530674,-1.383264212690459,-0.8170130657344639,-1.986107011751147,-0.3924004537139,0.3655070070256963,1.5251283595044938,1.5566063445165894
29176, 19-20,GER2,27/10/2019,Osnabruck,Greuther Furth,0,0,0,D,11,1.8648432850516383,-2.1940933353039385,-3.3701916787369086,-3.054337871271259,-3.680644716344335,-1.2154566763591683,-0.7916271964599813,0.3405350996710552,1.5418421628550638,1.329396643549418
29177, 19-20,GER2,28/10/2019,Sandhausen,Wehen Wiesbaden,0,0,0,D,11,-0.8064229535481723,-1.0162638413572065,-2.3669358545935113,-2.3915370929783935,-5.5850174540120605,2.4855389274482365,0.6880192875809427,2.6126473816721476,1.5364712825764406,1.6076300155318222
29178, 19-20,GER2,01/11/2019,Hannover 96,Sandhausen,1,1,0,D,12,-7.92069034913623,-0.056177491623964015,0.6794318550384707,-0.06483909301975821,-3.0568942599453406,-2.1083993460925106,-2.3669358545935113,-2.3915370929783935,1.3785341831453921,1.385682179086732
29179, 19-20,GER2,01/11/2019,Jahn Regensburg,Osnabruck,3,3,0,D,12,1.98270534498837,0.33542817187296703,0.05809737558202838,-2.6327835588969983,-0.39349475604744244,-3.0972123740561255,-3.3701916787369086,-3.054337871271259,1.4980586421496422,1.3245598712513782
29180, 19-20,GER2,02/11/2019,St Pauli,Karlsruher SC,2,2,0,D,12,-0.8170130657344639,-1.986107011751147,-1.1033066778797653,-0.1200558930101071,4.840675023571986,0.905188312164217,-0.742001845254421,1.6775722414913452,1.5237884092080816,1.3549873864075406
